VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,54,234,288,s,215,527,742,
v,51,228,279,s,215,525,740,
v,52,228,280,s,215,525,740,
v,52,228,280,s,215,525,740,
v,50,228,278,s,215,525,740,
