VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,107,178,285,s,435,538,973,
v,105,171,276,s,435,536,971,
v,105,172,277,s,435,540,975,
v,105,171,276,s,435,536,971,
v,107,173,280,s,435,537,972,
