VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,432,47903,48335,s,18140,134770,152910,
v,425,47825,48250,s,18132,134647,152779,
v,425,47948,48373,s,18151,134688,152839,
v,427,47894,48321,s,18134,134720,152854,
v,427,47940,48367,s,18126,134572,152698,
