VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,106,45,151,s,108,1,109,
v,105,41,146,s,106,0,106,
v,105,41,146,s,105,0,105,
v,107,42,149,s,105,0,105,
v,105,42,147,s,105,0,105,
