VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,192,314,506,s,190,269,459,
v,190,308,498,s,190,268,458,
v,190,307,497,s,190,268,458,
v,190,306,496,s,190,268,458,
v,190,308,498,s,191,268,459,
