VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,81,322,403,s,245,1110,1355,
v,80,315,395,s,245,1107,1352,
v,80,316,396,s,245,1106,1351,
v,80,315,395,s,245,1106,1351,
v,80,315,395,s,245,1107,1352,
