VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,145,931,1076,s,550,1592,2142,
v,145,916,1061,s,550,1589,2139,
v,145,922,1067,s,550,1588,2138,
v,145,921,1066,s,550,1590,2140,
v,145,921,1066,s,550,1587,2137,
