VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,1365,181436,182801,s,7100,2072,9172,
v,1347,181606,182953,s,7105,2056,9161,
v,1359,181708,183067,s,7101,2057,9158,
v,1353,181460,182813,s,7090,2040,9130,
v,1346,181230,182576,s,7090,2040,9130,
