VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,162,11917,12079,s,437,8439,8876,
v,160,11903,12063,s,437,8422,8859,
v,160,11905,12065,s,439,8425,8864,
v,160,11922,12082,s,438,8426,8864,
v,160,11911,12071,s,437,8423,8860,
