VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,55,347,402,s,217,1188,1405,
v,55,340,395,s,216,1185,1401,
v,55,340,395,s,215,1185,1400,
v,55,339,394,s,215,1185,1400,
v,55,340,395,s,216,1186,1402,
