VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,442,47786,48228,s,18175,134423,152598,
v,436,47662,48098,s,18122,134292,152414,
v,437,47736,48173,s,18174,134322,152496,
v,436,47680,48116,s,18154,134366,152520,
v,437,47548,47985,s,18182,134310,152492,
