VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,71,1011,1082,s,217,2123,2340,
v,70,1004,1074,s,219,2115,2334,
v,70,1003,1073,s,217,2116,2333,
v,70,1005,1075,s,219,2114,2333,
v,70,1005,1075,s,219,2115,2334,
