VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,134,3990,4124,s,436,3941,4377,
v,130,3979,4109,s,435,3935,4370,
v,130,3977,4107,s,436,3930,4366,
v,131,3981,4112,s,437,3928,4365,
v,132,3984,4116,s,439,3937,4376,
