VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,95,1316,1411,s,470,2114,2584,
v,95,1312,1407,s,470,2110,2580,
v,95,1304,1399,s,470,2107,2577,
v,95,1311,1406,s,470,2110,2580,
v,95,1305,1400,s,470,2111,2581,
