VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,113,924,1037,s,893,3660,4553,
v,112,916,1028,s,892,3653,4545,
v,110,915,1025,s,890,3653,4543,
v,113,915,1028,s,891,3656,4547,
v,113,915,1028,s,890,3654,4544,
