VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,70,1929,1999,s,1748,4238,5986,
v,70,1920,1990,s,1745,4229,5974,
v,70,1921,1991,s,1745,4227,5972,
v,70,1921,1991,s,1746,4229,5975,
v,70,1921,1991,s,1747,4227,5974,
