VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,55,282,337,s,220,1055,1275,
v,55,271,326,s,220,1053,1273,
v,55,276,331,s,220,1051,1271,
v,55,273,328,s,220,1050,1270,
v,55,276,331,s,220,1051,1271,
