VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,126,1806,1932,s,1742,2157,3899,
v,125,1798,1923,s,1742,2146,3888,
v,125,1794,1919,s,1741,2150,3891,
v,125,1796,1921,s,1742,2146,3888,
v,125,1797,1922,s,1741,2146,3887,
