VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,497,62947,63444,s,7054,67148,74202,
v,490,63269,63759,s,7053,67075,74128,
v,492,63065,63557,s,7052,67102,74154,
v,490,63194,63684,s,7053,67081,74134,
v,490,63325,63815,s,7054,67098,74152,
