VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,55,689,744,s,545,1329,1874,
v,55,682,737,s,545,1324,1869,
v,55,682,737,s,545,1325,1870,
v,55,682,737,s,545,1323,1868,
v,56,682,738,s,545,1324,1869,
