VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,1365,215404,216769,s,7149,134741,141890,
v,1351,214916,216267,s,7158,134713,141871,
v,1353,214838,216191,s,7137,134546,141683,
v,1352,215318,216670,s,7157,134384,141541,
v,1348,215011,216359,s,7160,134419,141579,
