VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,544,64215,64759,s,888,33833,34721,
v,530,63969,64499,s,888,33767,34655,
v,530,64086,64616,s,889,33786,34675,
v,531,64017,64548,s,887,33782,34669,
v,531,64118,64649,s,888,33809,34697,
