VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,228,15327,15555,s,1778,16803,18581,
v,225,15282,15507,s,1784,16786,18570,
v,225,15332,15557,s,1782,16791,18573,
v,225,15331,15556,s,1783,16806,18589,
v,225,15352,15577,s,1784,16809,18593,
