VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,427,48418,48845,s,17392,133929,151321,
v,428,48991,49419,s,17422,134163,151585,
v,425,48967,49392,s,17481,134417,151898,
v,425,48912,49337,s,17435,134162,151597,
v,426,48980,49406,s,17462,134086,151548,
