VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,231,859,1090,s,891,957,1848,
v,230,851,1081,s,891,954,1845,
v,229,852,1081,s,890,955,1845,
v,228,852,1080,s,890,955,1845,
v,227,851,1078,s,889,954,1843,
