VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,228,1373,1601,s,884,1872,2756,
v,226,1368,1594,s,887,1870,2757,
v,226,1367,1593,s,885,1869,2754,
v,225,1365,1590,s,885,1867,2752,
v,226,1366,1592,s,886,1870,2756,
