VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,86,3386,3472,s,890,8429,9319,
v,85,3375,3460,s,890,8414,9304,
v,85,3377,3462,s,890,8415,9305,
v,85,3381,3466,s,890,8415,9305,
v,85,3384,3469,s,890,8407,9297,
