VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,81,2785,2866,s,868,2138,3006,
v,80,2781,2861,s,868,2133,3001,
v,80,2777,2857,s,867,2135,3002,
v,80,2778,2858,s,867,2136,3003,
v,80,2774,2854,s,867,2133,3000,
