VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,437,49131,49568,s,17683,134704,152387,
v,433,49056,49489,s,17755,135245,153000,
v,437,49520,49957,s,17779,134810,152589,
v,430,49117,49547,s,17706,134679,152385,
v,431,49120,49551,s,17792,135017,152809,
