VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,431,47774,48205,s,18180,134755,152935,
v,426,47734,48160,s,18160,135047,153207,
v,435,48383,48818,s,18324,135777,154101,
v,439,48632,49071,s,18148,135273,153421,
v,426,47765,48191,s,18131,134715,152846,
