VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,55,309,364,s,161,793,954,
v,55,301,356,s,160,790,950,
v,55,307,362,s,162,790,952,
v,55,301,356,s,161,792,953,
v,55,302,357,s,161,790,951,
