VEC,ENC,RUN,ENC + RUN,SCAL,ENC,RUN,ENC + RUN,
v,96,2767,2863,s,271,3305,3576,
v,95,2758,2853,s,272,3302,3574,
v,95,2753,2848,s,274,3300,3574,
v,95,2758,2853,s,272,3300,3572,
v,95,2755,2850,s,272,3300,3572,
